topic_id,rawg_tags,full_game_tags
Spooky's_Jump_Scare_Mansion,anime|atmospheric|comedy|cute|dark|first-person|free to play|funny|gore|horror|illuminati|multiplayer|singleplayer|survival|survival horror|walking simulator,3d|action|adventure|atmospheric|cute|dark|deliberately retro|funny|horror|humour|indie|low-poly|procedural generation|psychological horror|survival|survival horror|walking simulator
Dread_Flats,3d|atmospheric|dark|exploration|family sharing|first-person|foreign|full controller support|horror|investigation|mystery|rpg|singleplayer|stealth|steam achievements|steam cloud|supernatural|survival horror|thriller|walking simulator,adventure|horror|indie|mystery|rpg|simulator
FANTASY_LIFE,exclusive|rpg|true exclusive,adventure|fantasy|rpg|simulator|streetpass support
"Love,_Sam",horror|singleplayer|violent,adventure|horror|indie|supernatural|violent
Visage,atmospheric|dark|early access|experimental|exploration|first-person|full controller support|horror|realistic|singleplayer|steam achievements|steam cloud|surreal|survival horror|violent|walking simulator,action|adventure|atmospheric|crowdfunding - kickstarter|ghosts|horror|indie|psychological horror|puzzle|simulator
Timberborn,singleplayer,automation|economy|indie|post-apocalyptic|sandbox|simulator|strategy|survival
Bum_Simulator,full controller support|funny|singleplayer|steam achievements|survival,action|adventure|indie|rpg|simulator
Tokimeki_Memorial,singleplayer,book adaptation|dating|day/night cycle|harem|love triangle|moral decisions|potential love interest|power of friendship|romance|simulator|stat tracking|visual novel
SAEKO:_Giantess_Dating_Sim,2d|atmospheric|choices matter|choose your own adventure|cute|dark fantasy|dark humor|dating sim|family sharing|full controller support|horror|multiple endings|pixel graphics|point and click|romance|sexual content|singleplayer|steam achievements|steam cloud|story rich|survival horror|visual novel|романтика,adventure|dating simulation|day-based narrative|giant|horror|indie|pixel graphics|visual novel
Lost_in_Random,action rpg|action-adventure|combat|comedy|deckbuilding|exploration|fantasy|female protagonist|full controller support|gothic|real-time with pause|singleplayer|soundtrack|steam achievements|steam trading cards|story rich|third person|протагонистка,action|adventure|combat|deck-building|fantasy|gothic|indie|rpg|story rich
Mafia,twine,mystery|party|survival
Knives_Out,battle|battle royale|explore|open world|snow|speed|survival|tactical,action|adventure|shooter|strategy|warfare
Unicycle_Pizza_Time,3d|3d platformer|bikes|choices matter|comedy|emotional|exploration|family sharing|full controller support|horror|intentionally awkward controls|multiplayer|online co-op|online pvp|parkour|philosophical|precision platformer|pvp|realistic|singleplayer|steam achievements|steam leaderboards|third person|байки,adventure|comedy|horror|indie|rage game
Armored_Core,multiplayer|singleplayer,action|science fiction|shooter|simulator|warfare
Custom_Robo,exclusive|multiplayer|singleplayer|true exclusive,action|fan translation - english|fighting|japan only|nintendo 64 exclusive|nintendo switch online - expansion pack|polygonal 3d|retroachievements|rpg|science fiction
onryo,collect,action|adventure|indie|simulator
Stellar_Blade,3d|action rpg|action-adventure|adjustable difficulty|adjustable text size|camera comfort|color alternatives|combat|custom volume controls|dystopian|experience|family sharing|female protagonist|full controller support|futuristic|hack and slash|hdr available|multiple endings|playable without timed input|post-apocalyptic|qte|quick-time events|sci-fi|sexual content|singleplayer|souls-like|stats|steam achievements|steam cloud|stereo sound|story rich|stylized|subtitle options|surround sound|third person|постапокалипсис|протагонистка,action|adventure|boss rush|british accent|character action|cybernetics|guns and bullets|hack and slash|multiple endings|post-apocalyptic|rpg|rpg elements|science fiction|suggestive themes
BIGFOOT,singleplayer,action|adventure|horror|indie|shooter|survival
Hotline_Miami,1980s|2d|atmospheric|controller support|difficult|fast-paced|gore|great soundtrack|music|overlay|partial controller support|pixel graphics|psychedelic|retro|singleplayer|steam achievements|steam-trading-cards|surreal|top-down|top-down shooter|violent,16-bit|60 fps on consoles|action|arcade|compilation|crime|cross buy|dart|day-based narrative|digital distribution|extreme violence|fast paced|flashback|game cartridge|indie|old school|pixel art|playstation plus|playstation tv support|previously on - pc gamepass|previously on - stadia pro|serial killer|shooter|sneaking mission|steam|the 1980s|throwing weapons|wasd movement|women in refrigerators syndrome|xbox controller support for pc
Ramen_Oil_Pecking_Simulator,atmospheric|clicker|controller|cooking|first-person|full controller support|immersive sim|memes|minimalist|modern|mouse only|physics|relaxing|short|singleplayer|steam achievements|top-down|кулинария,indie|simulator
craftopia,anime|building|co-op|crafting|early access|hack and slash|lan co-op|multiplayer|online co-op|open world|partial controller support|rpg|sandbox|singleplayer|steam cloud|survival,action|adventure|hack and slash|indie|rpg|sandbox
CounterSide,2d|animation|anime|apocalypse|ar|battle|camera|cartoon|clock|comic book|community|cross-platform multiplayer|destruction|drive|female protagonist|fight|free to play|girls|in-app purchases|jrpg|modern|multiplayer|online pvp|party-based rpg|post-apocalyptic|pve|pvp|real time tactics|rpg|side scroller|singleplayer|story|story rich|tower defense|trading card game|visual novel|void|words|youtube|постапокалипсис|протагонистка,action|anime|fantasy|rpg|simulator|strategy
untitled_goose_game,comedy|family friendly|full controller support|hilarious|humor|singleplayer|stealth|steam cloud,action|adventure|animal protagonist|animals|bird|colorful|comedy|cute|family friendly|funny|goose|indie|kids|non-violent|physics|previously on - xbox gamepass|puzzle|sandbox|simulator|sneaking mission|stealth|village|villain protagonist
Teamfight_Tactics,battle|demons|fall|friends|meta|random,auto battler|available on - pc gamepass|card & board game|fantasy|random character selection|strategy|tactical|turn based strategy
Policenauts,singleplayer,action|adventure|anime|astronaut|backwards compatibility|digital distribution|fan translation - english|full motion video|futuristic|graphic adventure|interactive movie|investigation|japan only|kojima|manga|mystery|playstation network|playstation tv support|police|psone classics|science fiction|shooter|visual novel
Kingdom_Hearts,castle|friends|girl|island|story|wizard,action|rpg|v-cast
keep_talking_and_nobody_explodes,asymmetric vr|atmospheric|board game|co-op|communication|difficult|family friendly|fast-paced|first-person|full controller support|funny|great soundtrack|local co-op|local multiplayer|multiplayer|party|singleplayer|stats|steam achievements|steam workshop|team-based|vr,asymmetric co-op|countdown timer|darkness|digital distribution|explosion|indie|party|pax east 2015|pax prime 2014|pax prime 2015|polygonal 3d|puzzle|samsung gear vr support|simon says|simulator|steam|steam achievements|thriller|time limit
Palworld,3d|anime|automation|co-op|crafting|creature collector|hack and slash|lan co-op|looter shooter|multiplayer|online co-op|open world|open world survival craft|partial controller support|pve|rpg|sandbox|singleplayer|survival|third person shooter|автоматика|лутер-шутер,3d|action|adventure|anime|crafting|cute|dragon riding|elicited lawsuit|hack and slash|indie|open world|pve|rpg|sandbox|shooter|steam achievements|steam cloud|survival
All_You_Need_is_Help,character customization|co-op|colorful|comedy|cute|family sharing|full controller support|local co-op|local multiplayer|multiplayer|online co-op|party game|puzzle platformer|relaxing|remote play together|shared/split screen co-op|split screen|stats|steam achievements|steam cloud|trading,action|indie|kids|party|puzzle
Paranormal_Cleanup,3d|action-adventure|choices matter|co-op|collectathon|dark|demons|early access|first-person|horror|multiplayer|nonlinear|online co-op|partial controller support|procedural generation|pve|realistic|singleplayer|stats|stealth|steam achievements|steam cloud|steam leaderboards|survival horror|team-based,action|adventure|horror|indie
DEEEER_Simulator,kickstarter|partial controller support|singleplayer,action|comedy|indie|simulator
Within_Skerry,atmospheric|choices matter|collectathon|dark|exploration|first-person|gore|horror|investigation|multiple endings|mystery|realistic|singleplayer|steam achievements|story rich|thriller|walking simulator,action|adventure|atmospheric|horror|indie|psychological horror|realism|steam|steam achievements
Galaxy_Burger,2d|cartoony|co-op|colorful|comedy|cooking|cozy|cute|family friendly|family sharing|full controller support|funny|job simulator|lan co-op|management|multiplayer|online co-op|singleplayer|steam achievements|steam cloud|time management|кулинария,indie|simulator
Age_of_Empires,exclusive,ancient civilization|historical|real time tactics|strategy|warfare
Terraria,2d|atmospheric|building|co-op|controller support|crafting|exploration|family friendly|full controller support|multiplayer|online co-op|online multiplayer|open world|overlay|pixel graphics|replay value|rpg|sandbox|singleplayer|steam achievements|steam cloud|steam-trading-cards|survival,2d|action|action-adventure|adventure|alchemy|bats|bees|black market|boss fight|bow and arrow|climbing|clowns|construction|crafting|customizable characters|darkness|day/night cycle|death|deliberately retro|digital distribution|exploration|explosion|fairy|falling damage|fantasy|fishing|flight|floating island|games with gold|gamescom 2015|goblins|google play game services|horror|human|ice stage|indie|interior design|item combination|local and online players together|loot gathering|magic|mana|melee|merchants|mining|mummy|never-ending|new nintendo 3ds enhanced|nintendo network|non-player character|off-tv play|open world|optional boss|original soundtrack release|pax prime 2013|pick your gender|pixel art|platform|platform exclusive|playstation network|playstation plus|playstation trophies|previously on - stadia pro|procedural generation|ps3 & vita cross-play|rabbit|randomly generated dungeons|rpg|sandbox|science fiction|simulator|skeletons|snow|split-screen multiplayer|squirrel|steam|steam achievements|steam cloud|steam trading cards|strategy|survival|swimming|sword & sorcery|teleportation|terraria|timer|treasure chest|two screen multiplayer|undead|underwater gameplay|violent plants|wii nunchuk support on wii u|wii remote support on wii u|wii u pro controller support|workbench mechanics|worm|you can pet the dog
Gundam_Evolution,3d|anime|character customization|co-op|controller|destruction|first-person|fps|futuristic|hero shooter|in-app purchases|mechs|multiplayer|online co-op|online pvp|partial controller support|pvp|robots|sci-fi|singleplayer|space|steam achievements|tactical|team-based,action|science fiction|shooter
Hospital_666,3d|action-adventure|co-op|drama|exploration|family sharing|first-person|horror|immersive sim|multiplayer|multiple endings|mystery|online co-op|pve|realistic|singleplayer|steam achievements|steam cloud|supernatural|thriller|walking simulator,action|adventure|horror|indie
